p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.01698428666368e-09,0.507722653239607,0.886,0.809,2.03396857332737e-06,Type6,Kdm7a
1.22185265359227e-09,0.492884575624395,0.903,0.855,2.44370530718453e-06,Type6,Klhl7
1.31208153910208e-09,0.497751848213093,0.676,0.611,2.62416307820417e-06,Type6,Tmeff2
1.31992127444124e-09,0.548259783424935,0.915,0.909,2.63984254888247e-06,Type6,Col11a1
1.62720600495479e-09,0.474638392998394,0.739,0.555,3.25441200990959e-06,Type6,Flrt2
2.09219829092473e-09,0.456127602823528,0.653,0.525,4.18439658184947e-06,Type6,Hdac9
2.8894008204319e-09,0.46371440887913,0.83,0.702,5.77880164086381e-06,Type6,Fam126b
5.4680675942468e-09,0.614376662342252,0.608,0.478,1.09361351884936e-05,Type6,Nap1l5
5.77463316255356e-09,0.642124087838873,0.71,0.708,1.15492663251071e-05,Type6,Ankrd33b
7.26557443361869e-09,0.514191723038373,0.756,0.732,1.45311488672374e-05,Type6,Palmd
1.3456063810544e-08,0.504569426229168,0.642,0.608,2.69121276210879e-05,Type6,Adgra1
2.20555650679566e-08,0.577556892855468,0.568,0.462,4.41111301359132e-05,Type6,Lats2
5.5735096116795e-08,0.557035852048748,0.648,0.548,0.00011147019223359,Type6,Slc2a3
1.54770776708254e-07,0.268247060639334,0.653,0.584,0.000309541553416509,Type6,Gadd45g
1.62985448689217e-07,0.447485726495945,0.67,0.674,0.000325970897378435,Type6,Spag4
2.003714997573e-07,0.414997603685816,0.75,0.613,0.000400742999514601,Type6,Ranbp2
2.02251478697877e-07,0.585968750537889,0.528,0.493,0.000404502957395755,Type6,Pcsk1
2.51571409914464e-07,0.451802285746641,0.96,0.949,0.000503142819828927,Type6,Tmem108
2.57695943406443e-07,0.454989428307385,0.733,0.691,0.000515391886812886,Type6,Pcdh17
3.16685239320702e-07,0.567593506763709,0.761,0.726,0.000633370478641405,Type6,Gpt2
3.31986483130422e-07,0.334101694778492,0.932,0.905,0.000663972966260845,Type6,Dmd
5.10937037413976e-07,0.37489653910779,0.938,0.898,0.00102187407482795,Type6,Hnrnpa2b1
5.31499185651123e-07,0.391008953215134,0.733,0.622,0.00106299837130225,Type6,Ncald
6.30383617870516e-07,0.431120441183733,0.727,0.637,0.00126076723574103,Type6,Myh10
9.52726365211691e-07,0.413747848233982,0.909,0.873,0.00190545273042338,Type6,Peg3
1.2249388935129e-06,0.280594581945783,0.835,0.725,0.0024498777870258,Type6,Syne1
1.91956871330737e-06,0.350034835423073,0.58,0.51,0.00383913742661474,Type6,Cpeb3
2.34329317408596e-06,0.316559737545968,0.801,0.684,0.00468658634817192,Type6,Btbd3
2.47463755681016e-06,0.446796139604245,0.767,0.722,0.00494927511362033,Type6,Kcna4
2.54250493330073e-06,0.274000587132607,0.602,0.588,0.00508500986660145,Type6,BC049715
2.82219375356317e-06,0.378119183431007,0.79,0.716,0.00564438750712634,Type6,Plk2
3.15184544109568e-06,0.270506380994629,0.557,0.438,0.00630369088219135,Type6,Pgap1
5.41075431884736e-06,0.482902581361259,0.79,0.727,0.0108215086376947,Type6,Tulp4
8.40847359923136e-06,0.302511023657356,0.818,0.776,0.0168169471984627,Type6,Osbpl6
8.85863887229269e-06,0.347598066151301,0.949,0.92,0.0177172777445854,Type6,Cnrip1
1.05400568378436e-05,0.344409902687661,0.591,0.527,0.0210801136756872,Type6,Fbxo33
1.37964792263679e-05,0.292050286308581,0.915,0.902,0.0275929584527358,Type6,Efr3b
1.63322338391529e-05,0.305409560106938,0.506,0.441,0.0326644676783058,Type6,Bcl6
1.93897324165379e-05,0.50934199586603,0.71,0.731,0.0387794648330758,Type6,Tgfb2
2.39788239358737e-05,0.275991078957065,0.716,0.674,0.0479576478717475,Type6,Iqgap1
3.12182276519763e-05,0.299678394112386,0.756,0.696,0.0624364553039527,Type6,Armcx3
3.65933487811547e-05,0.278016497226107,0.938,0.87,0.0731866975623093,Type6,2010300C02Rik
4.71369994415076e-05,0.308826722207784,0.619,0.658,0.0942739988830152,Type6,Galnt3
5.26100329629495e-05,0.306692835705283,0.847,0.772,0.105220065925899,Type6,Fbxw7
5.97066653726904e-05,0.316245709007808,0.665,0.675,0.119413330745381,Type6,Dusp5
8.95104797848939e-05,0.549026915358028,0.75,0.804,0.179020959569788,Type6,Sel1l3
9.61873435076091e-05,0.37599735204087,0.636,0.589,0.192374687015218,Type6,Ptprk
9.69544810569229e-05,0.290088463288984,0.568,0.536,0.193908962113846,Type6,Sqle
9.98897042259653e-05,0.351532609519901,0.58,0.52,0.199779408451931,Type6,Isca1
0.000143565976879627,0.305178561875028,0.949,0.923,0.287131953759253,Type6,Trhde
0.000200129067633265,0.344857626087009,0.602,0.573,0.400258135266531,Type6,Rap2a
0.000227453348015577,0.304327256556173,0.54,0.493,0.454906696031155,Type6,Nptx2
0.000228195111241071,0.404108774621609,0.756,0.806,0.456390222482141,Type6,Peak1
0.000373630237362999,0.259266804231831,0.824,0.714,0.747260474725999,Type6,Bcl11b
0.000387146060746178,0.380068074871795,0.733,0.701,0.774292121492356,Type6,Arl5b
0.000435898933474104,0.486174428298627,0.756,0.776,0.871797866948208,Type6,Nefl
0.000725797211192428,0.25961678846949,0.96,0.912,1,Type6,Epha4
0.000897136962523049,0.373746961707503,0.693,0.698,1,Type6,Zdhhc14
0.00172998955642783,0.262394889553286,0.705,0.698,1,Type6,Nrn1
0.00176363201028725,0.2700097633922,0.381,0.346,1,Type6,Arid5b
0.00206811588454457,0.254722945117544,0.602,0.581,1,Type6,Zswim6
0.00230169498449259,0.292588282644964,0.562,0.587,1,Type6,Ipmk
0.00263348630552368,0.336749825224177,0.75,0.728,1,Type6,Auh
0.00291617037504289,0.251786419533509,0.773,0.738,1,Type6,4930447C04Rik
0.00599815125071279,0.390899972717876,0.636,0.698,1,Type6,Nefm
5.13991078552952e-93,0.640644647352298,0.861,0.249,1.0279821571059e-89,Type7,Ednrb
7.57627820439818e-90,0.832867201911063,0.879,0.369,1.51525564087964e-86,Type7,Sox6
3.33638128020374e-88,0.751151331283998,0.873,0.404,6.67276256040749e-85,Type7,Gjb6
3.52425565656227e-86,1.02133945651139,0.913,0.46,7.04851131312453e-83,Type7,Cpne2
8.18248168337708e-85,2.57025117531564,0.948,0.595,1.63649633667542e-81,Type7,Atp1a2
1.05741222842726e-83,1.0134043619615,0.896,0.37,2.11482445685453e-80,Type7,Tcf7l2
1.03015010731503e-82,0.455303034086233,0.792,0.09,2.06030021463007e-79,Type7,Neu4
3.25710877655043e-80,0.643167358344829,0.884,0.246,6.51421755310086e-77,Type7,Daam2
1.29838679658593e-79,1.59857924671037,0.908,0.558,2.59677359317187e-76,Type7,Slc1a3
5.01298175549455e-79,1.00187646638392,0.902,0.576,1.00259635109891e-75,Type7,Slc7a10
2.37516626604127e-78,0.670621939012523,0.89,0.516,4.75033253208253e-75,Type7,S1pr1
4.72373262358221e-78,0.883079946021503,0.879,0.363,9.44746524716443e-75,Type7,Plxnb1
1.28994665003517e-77,0.762082601608084,0.89,0.533,2.57989330007034e-74,Type7,Pbxip1
1.89159386460481e-74,0.338849556957742,0.855,0.4,3.78318772920962e-71,Type7,Zic1
4.73878343990628e-74,0.846145203229505,0.908,0.433,9.47756687981256e-71,Type7,Slc6a1
4.33180980075565e-73,0.470087294701419,0.879,0.454,8.66361960151129e-70,Type7,Plce1
6.48900277697055e-72,0.638979287875268,0.832,0.315,1.29780055539411e-68,Type7,Slc13a4
8.7067498609827e-72,0.271561749211331,0.838,0.353,1.74134997219654e-68,Type7,Lef1
1.9256363254361e-71,0.654522445829762,0.861,0.386,3.8512726508722e-68,Type7,Cxcl14
5.92728613933173e-71,0.472724956441885,0.861,0.327,1.18545722786635e-67,Type7,Ccdc114
4.46956061056153e-70,0.304494659162127,0.844,0.332,8.93912122112306e-67,Type7,Zfhx3
2.26580802217209e-69,0.297685202749648,0.855,0.346,4.53161604434417e-66,Type7,Olig2
2.01997492092601e-68,0.397778400571056,0.884,0.367,4.03994984185202e-65,Type7,Slco1c1
6.35342260840817e-68,3.17606387816516,0.954,0.65,1.27068452168163e-64,Type7,Apoe
1.61006142442706e-67,0.328100847940712,0.85,0.285,3.22012284885413e-64,Type7,Mertk
2.07698691517769e-66,0.877144640658271,0.832,0.245,4.15397383035537e-63,Type7,Lrrtm3
1.80714475676799e-65,1.06791582316922,0.879,0.531,3.61428951353599e-62,Type7,Pdgfra
2.64847148190871e-65,0.621095669450731,0.861,0.44,5.29694296381742e-62,Type7,Cspg4
2.91731972234542e-65,0.364994692543979,0.873,0.453,5.83463944469084e-62,Type7,Fgfr2
9.23394153790544e-65,0.591543097031567,0.884,0.429,1.84678830758109e-61,Type7,Cmtm5
1.83456526849175e-64,0.282913373121773,0.792,0.256,3.6691305369835e-61,Type7,Gpr17
1.26957421569704e-63,0.588791335568182,0.844,0.453,2.53914843139407e-60,Type7,Cacng4
2.53314340174072e-63,0.870061205579982,0.908,0.519,5.06628680348145e-60,Type7,Cd9
7.96073524784488e-61,0.437350519308374,0.861,0.381,1.59214704956898e-57,Type7,Fnbp1l
5.60032294794438e-60,0.541674202821883,0.827,0.371,1.12006458958888e-56,Type7,Kank1
5.60990891916988e-60,0.939385989202912,0.884,0.545,1.12198178383398e-56,Type7,Arhgap31
7.26884283239104e-60,0.87446450350776,0.867,0.467,1.45376856647821e-56,Type7,Epb41l2
2.74856634976378e-59,0.602939874892203,0.867,0.481,5.49713269952757e-56,Type7,Eya1
8.12760549050274e-58,0.82946374211703,0.855,0.463,1.62552109810055e-54,Type7,Ppfibp1
2.51933736295115e-57,0.666415799722075,0.844,0.378,5.03867472590229e-54,Type7,Sox8
2.69275265087748e-57,0.709509339432203,0.867,0.479,5.38550530175495e-54,Type7,Slc7a11
1.05479834283144e-56,1.50888519567884,0.931,0.578,2.10959668566288e-53,Type7,Plpp3
2.01592111011307e-56,1.49795160032004,0.902,0.555,4.03184222022614e-53,Type7,Phkg1
7.33944892486642e-56,0.453703964402442,0.855,0.339,1.46788978497328e-52,Type7,Sox2
4.07247913585961e-55,0.252184128890746,0.803,0.295,8.14495827171922e-52,Type7,Tshz1
7.29548376489978e-55,0.291587760013319,0.821,0.422,1.45909675297996e-51,Type7,Amotl1
5.92360310843292e-54,0.258597878829123,0.815,0.414,1.18472062168658e-50,Type7,Ttc28
6.58275773482617e-54,0.456543695867897,0.867,0.527,1.31655154696523e-50,Type7,Tns3
1.01839611557758e-53,0.963164184143463,0.919,0.466,2.03679223115515e-50,Type7,Utp14b
2.37459515325002e-53,0.681257095546049,0.855,0.503,4.74919030650004e-50,Type7,Sox10
2.57417516360514e-53,0.330923458442755,0.838,0.43,5.14835032721028e-50,Type7,Slc38a3
7.80508144364932e-53,0.80961900097778,0.896,0.531,1.56101628872986e-49,Type7,Tead1
8.55564856123007e-53,0.267607826481666,0.844,0.435,1.71112971224601e-49,Type7,Myoc
3.48951886685252e-52,0.342775371870733,0.867,0.426,6.97903773370504e-49,Type7,Id4
9.3702135678451e-52,0.685391911260189,0.873,0.559,1.87404271356902e-48,Type7,Brinp3
1.32964161920305e-51,1.73522216023537,0.913,0.489,2.6592832384061e-48,Type7,Clu
2.64518656021949e-51,0.790368016747277,0.89,0.6,5.29037312043898e-48,Type7,Itpr2
4.71046052234224e-51,0.528840935123333,0.844,0.469,9.42092104468449e-48,Type7,Hepacam
5.06793605260962e-51,0.343510242667192,0.815,0.31,1.01358721052192e-47,Type7,Otx2
5.48683972989127e-50,1.07085921204126,0.827,0.415,1.09736794597825e-46,Type7,Bcas1
8.22012896441167e-49,0.374363426505549,0.832,0.327,1.64402579288233e-45,Type7,Ptchd4
1.99161400830713e-48,0.29528771144776,0.867,0.486,3.98322801661427e-45,Type7,Erbin
8.41203020772713e-48,0.718271550987368,0.78,0.176,1.68240604154543e-44,Type7,Csgalnact1
5.09946368614215e-47,0.524522535990463,0.884,0.542,1.01989273722843e-43,Type7,Nckap5
1.10870274434089e-46,0.361847981675579,0.855,0.421,2.21740548868178e-43,Type7,Nxph1
2.817943548117e-46,0.551057174826484,0.838,0.452,5.635887096234e-43,Type7,Pcdh15
3.53428487918497e-46,0.34405151834519,0.792,0.238,7.06856975836993e-43,Type7,Etv4
4.99038898531243e-46,0.39792395123202,0.85,0.468,9.98077797062485e-43,Type7,Sorcs1
4.24292934241692e-45,0.288521673299572,0.798,0.421,8.48585868483385e-42,Type7,Tshz2
6.60664228537517e-45,0.687977681654765,0.838,0.448,1.32132845707503e-41,Type7,Cd63
3.07135003002187e-44,1.37197699637362,0.855,0.472,6.14270006004373e-41,Type7,Gjc3
2.53550622925647e-43,0.670093784881691,0.908,0.524,5.07101245851294e-40,Type7,Chd7
4.4473859128039e-43,1.47507050678121,0.913,0.556,8.89477182560781e-40,Type7,Acsl3
5.81338325711341e-43,0.319548269209128,0.792,0.23,1.16267665142268e-39,Type7,Gm9925
1.00846717536247e-42,0.253266598605897,0.827,0.286,2.01693435072494e-39,Type7,Chn2
2.10440754737405e-41,0.263388545163743,0.855,0.441,4.2088150947481e-38,Type7,Csrp1
5.44448538193805e-41,0.396195923827527,0.855,0.494,1.08889707638761e-37,Type7,Gm2a
9.15359876899792e-41,0.671293576466479,0.884,0.605,1.83071975379958e-37,Type7,Cd27
2.02079014822876e-40,0.280305067897635,0.803,0.394,4.04158029645752e-37,Type7,Cit
2.25514412670435e-40,1.66728234557421,0.884,0.634,4.5102882534087e-37,Type7,Enpp2
2.90557748487387e-40,0.559969916494571,0.884,0.58,5.81115496974773e-37,Type7,Klhl5
9.33085545421822e-40,0.447063705132187,0.728,0.282,1.86617109084364e-36,Type7,Id3
2.61592775532747e-39,1.58944178160986,0.954,0.783,5.23185551065495e-36,Type7,Ntm
3.15728751807032e-39,0.481695352142061,0.873,0.379,6.31457503614064e-36,Type7,Serpine2
3.75725646390998e-38,0.376519400890853,0.705,0.238,7.51451292781997e-35,Type7,Igfbp2
3.92283634185995e-38,0.378567228337635,0.861,0.465,7.84567268371991e-35,Type7,Pik3r1
1.97446482612099e-37,0.790128363676505,0.89,0.638,3.94892965224198e-34,Type7,Pla2g7
4.71735630304037e-37,0.794654952483698,0.798,0.377,9.43471260608074e-34,Type7,Prlr
6.82208938784094e-37,0.451049884049242,0.815,0.377,1.36441787756819e-33,Type7,Sccpdh
9.79649915934414e-37,0.565475284995781,0.832,0.556,1.95929983186883e-33,Type7,Mpp7
1.7934021818914e-36,0.533058430244743,0.746,0.26,3.58680436378281e-33,Type7,Camk2d
2.83123172428678e-36,0.852156623900727,0.873,0.439,5.66246344857355e-33,Type7,Gja1
3.29459412474766e-36,2.03659827031032,0.931,0.621,6.58918824949532e-33,Type7,Cspg5
5.48501109794538e-36,0.709353509428626,0.89,0.51,1.09700221958908e-32,Type7,Col9a3
7.65862712565548e-36,0.276435526991692,0.879,0.641,1.5317254251311e-32,Type7,Slc30a10
9.03434021364753e-36,0.305310694651889,0.838,0.479,1.80686804272951e-32,Type7,Vav3
2.56417253598007e-35,2.78746234282699,0.954,0.656,5.12834507196015e-32,Type7,Slc1a2
6.2344413820619e-35,0.38122031790513,0.827,0.414,1.24688827641238e-31,Type7,Fras1
6.59682273279171e-35,0.696696533950142,0.855,0.53,1.31936454655834e-31,Type7,Ptgds
1.1645722678943e-34,0.257542913342035,0.861,0.509,2.32914453578859e-31,Type7,Cgnl1
1.58139798082245e-34,0.447781034963745,0.85,0.588,3.1627959616449e-31,Type7,Mtss1
1.20119287586911e-33,0.448266396308338,0.827,0.368,2.40238575173823e-30,Type7,Maml2
1.73576014394154e-33,0.255603124198819,0.85,0.566,3.47152028788308e-30,Type7,Gatm
2.52116831065776e-33,0.274689317484964,0.815,0.463,5.04233662131553e-30,Type7,Pex11a
3.41666773325901e-33,0.361575550141384,0.861,0.453,6.83333546651802e-30,Type7,Tmem72
3.82519953813956e-33,0.319168009073663,0.821,0.472,7.65039907627912e-30,Type7,Ptprt
1.32534488314158e-32,0.56741443009517,0.85,0.497,2.65068976628316e-29,Type7,Stard9
3.04910394696725e-32,0.86069839127975,0.896,0.615,6.0982078939345e-29,Type7,Gpr37l1
5.35324833098963e-32,0.494907907225297,0.879,0.606,1.07064966619793e-28,Type7,Dock10
6.11384580125367e-32,0.569989964116715,0.844,0.539,1.22276916025073e-28,Type7,Edil3
2.47843522361125e-30,0.511803477114128,0.861,0.623,4.9568704472225e-27,Type7,Smad1
1.45572790332798e-29,0.844674091585736,0.902,0.58,2.91145580665595e-26,Type7,Msmo1
2.28200208954018e-29,1.0253687450769,0.792,0.389,4.56400417908036e-26,Type7,Bcl2
2.33258603161233e-29,1.36755676586619,0.879,0.596,4.66517206322467e-26,Type7,Mbp
4.69764376154378e-29,0.401533558528804,0.832,0.506,9.39528752308756e-26,Type7,Matn4
1.5028697905866e-28,0.265578848678344,0.879,0.519,3.00573958117319e-25,Type7,Prkrip1
1.70669725395273e-28,0.953806056501284,0.809,0.429,3.41339450790545e-25,Type7,Grid2
1.8848883597246e-28,0.253846264970502,0.821,0.469,3.76977671944921e-25,Type7,Aldh1a1
2.28157745191741e-28,0.444590370629817,0.809,0.326,4.56315490383483e-25,Type7,Tex9
4.07506413237816e-28,0.406912681887367,0.879,0.53,8.15012826475631e-25,Type7,Tceal3
9.14869279143324e-28,0.262345315900622,0.63,0.243,1.82973855828665e-24,Type7,Pomc
2.80098943466331e-27,0.335325784935811,0.832,0.526,5.60197886932663e-24,Type7,Atp1b2
7.16410018329658e-27,0.533496048987826,0.861,0.513,1.43282003665932e-23,Type7,Zmiz1
1.32060652659699e-26,2.73071079816345,0.948,0.643,2.64121305319398e-23,Type7,Cst3
1.80695214758397e-26,0.658950359244307,0.821,0.481,3.61390429516794e-23,Type7,Ccdc82
1.96849388668047e-26,0.277551451460927,0.827,0.461,3.93698777336094e-23,Type7,Chdh
2.15973418080755e-26,0.345119929385367,0.832,0.581,4.31946836161509e-23,Type7,Emx2
3.96930105602776e-26,1.47246754786496,0.925,0.535,7.93860211205552e-23,Type7,Sparcl1
1.21239142577182e-25,0.455406112357309,0.815,0.396,2.42478285154364e-22,Type7,Mylk
1.56848635899634e-25,0.531843441217383,0.769,0.364,3.13697271799268e-22,Type7,Pdzd2
1.21749103238785e-24,0.358803383189051,0.873,0.526,2.43498206477571e-21,Type7,Pitpnc1
2.63423194914745e-24,1.25894227912376,0.913,0.497,5.2684638982949e-21,Type7,Msi2
6.42265043027944e-24,1.19091033758505,0.942,0.653,1.28453008605589e-20,Type7,Scd2
6.68520873200689e-23,0.826056918309068,0.85,0.478,1.33704174640138e-19,Type7,Sox4
8.31669397503136e-23,0.649193255501088,0.723,0.453,1.66333879500627e-19,Type7,Aqp4
2.27444647745098e-21,0.260810220034108,0.15,0.323,4.54889295490195e-18,Type7,mt-Nd5
4.95383233849756e-21,0.452870388039237,0.827,0.516,9.90766467699512e-18,Type7,Cnst
7.6354733576769e-21,0.312611032283417,0.162,0.263,1.52709467153538e-17,Type7,Tac1
1.01698958416341e-20,0.343632047347519,0.798,0.5,2.03397916832681e-17,Type7,Ap1s2
2.39382436951837e-20,0.263201944569993,0.786,0.464,4.78764873903674e-17,Type7,Cgn
2.87007724660689e-20,0.257680848816037,0.855,0.561,5.74015449321378e-17,Type7,Calcrl
5.45090885684336e-20,0.37228887788456,0.711,0.425,1.09018177136867e-16,Type7,Sh3pxd2b
5.94684885279468e-20,0.540773911777182,0.873,0.62,1.18936977055894e-16,Type7,Agl
6.68233123742186e-20,0.544238554847259,0.85,0.551,1.33646624748437e-16,Type7,Olig1
7.26153539850859e-20,0.814448377027574,0.89,0.634,1.45230707970172e-16,Type7,Plp1
5.73128051437042e-19,0.615845365704444,0.803,0.425,1.14625610287408e-15,Type7,Marcks
5.99656344883942e-19,0.283247281262443,0.757,0.37,1.19931268976788e-15,Type7,Unc13c
1.30688479565476e-18,1.9399883502632,0.821,0.473,2.61376959130953e-15,Type7,Ptprz1
6.32816064295807e-18,0.562438092283566,0.85,0.511,1.26563212859161e-14,Type7,Pdia3
1.56959980903689e-17,0.342911072082933,0.15,0.389,3.13919961807379e-14,Type7,Satb1
3.5940857375502e-17,0.28017799166445,0.855,0.529,7.18817147510039e-14,Type7,Tmco3
5.79900079232089e-17,0.906250164675501,0.873,0.573,1.15980015846418e-13,Type7,Ncam1
6.79259229888975e-17,0.388150805659597,0.798,0.474,1.35851845977795e-13,Type7,Dbi
1.20499432515951e-16,0.767077934068598,0.85,0.529,2.40998865031903e-13,Type7,Lima1
1.68120701868355e-16,0.385973778320854,0.832,0.584,3.36241403736709e-13,Type7,Adcyap1r1
6.98806290106193e-16,0.298268895968335,0.26,0.446,1.39761258021239e-12,Type7,mt-Nd2
1.08962233492573e-15,0.526174236979215,0.873,0.551,2.17924466985145e-12,Type7,Zfp462
1.95941802036656e-15,0.698174343004202,0.896,0.62,3.91883604073311e-12,Type7,Rps24
2.07917052529906e-15,0.477943103667572,0.855,0.582,4.15834105059812e-12,Type7,Minar2
2.77274620250145e-15,0.445400332395318,0.855,0.534,5.54549240500291e-12,Type7,Mios
4.51427679021628e-15,0.29806910929475,0.682,0.353,9.02855358043256e-12,Type7,Ndst3
1.43913779320457e-14,0.440738938991333,0.578,0.239,2.87827558640915e-11,Type7,Pcdh11x
1.47193953608634e-14,0.694445519938276,0.884,0.574,2.94387907217269e-11,Type7,Smarca2
3.11740466299932e-14,0.521757172322472,0.902,0.654,6.23480932599863e-11,Type7,Shisa4
5.98173277043174e-14,0.970133894782066,0.879,0.587,1.19634655408635e-10,Type7,mt-Nd1
6.13386632722064e-14,0.888538441890969,0.393,0.566,1.22677326544413e-10,Type7,Htr2c
1.21728407691081e-13,0.65471273867779,0.584,0.293,2.43456815382162e-10,Type7,Grin3a
1.49742691293367e-13,0.283327131057781,0.266,0.512,2.99485382586734e-10,Type7,Trpm4
2.65992039075745e-13,0.60955368846339,0.694,0.439,5.31984078151491e-10,Type7,Btbd17
6.22823640679009e-13,0.323011488356497,0.85,0.624,1.24564728135802e-09,Type7,Ccdc86
7.12908321391394e-13,0.670110184709669,0.89,0.684,1.42581664278279e-09,Type7,Cuedc1
2.13169383691675e-12,0.464055473814982,0.636,0.287,4.26338767383349e-09,Type7,B4galt1
8.48110911593556e-12,0.264523925810568,0.78,0.473,1.69622182318711e-08,Type7,Nap1l5
1.88251175731507e-11,0.634677266122365,0.815,0.485,3.76502351463014e-08,Type7,Car2
2.08653725199901e-11,0.28383617877348,0.723,0.51,4.17307450399803e-08,Type7,Fxyd6
2.52015842192284e-11,1.19422503611878,0.908,0.563,5.04031684384568e-08,Type7,Ttyh1
2.06652845625485e-10,0.281698777687226,0.133,0.21,4.13305691250971e-07,Type7,Blnk
2.54037618976823e-10,0.424372823788302,0.838,0.57,5.08075237953646e-07,Type7,Smc1a
5.04224707110926e-10,0.582137293357858,0.283,0.358,1.00844941422185e-06,Type7,Ikzf2
5.25599166921375e-10,0.359068637655183,0.844,0.559,1.05119833384275e-06,Type7,Fam228b
7.09953019085903e-10,0.271443003846191,0.855,0.538,1.41990603817181e-06,Type7,Xylt1
8.35448241086886e-10,0.667984059350867,0.85,0.526,1.67089648217377e-06,Type7,Zeb1
2.60002316362826e-09,0.861419462956585,0.792,0.508,5.20004632725652e-06,Type7,Tspan7
3.3809993640762e-09,0.580825934023796,0.179,0.276,6.76199872815241e-06,Type7,Timp3
6.08078546898733e-09,0.303728879134285,0.329,0.491,1.21615709379747e-05,Type7,Tspan3
6.95524809004254e-09,0.609171053350216,0.919,0.677,1.39104961800851e-05,Type7,Trps1
7.12207051897997e-09,0.329806520584132,0.838,0.526,1.42441410379599e-05,Type7,Lrif1
7.16490658244995e-09,0.291954550668338,0.318,0.45,1.43298131648999e-05,Type7,Soat1
9.74985704067337e-09,0.372674917476878,0.867,0.683,1.94997140813467e-05,Type7,Map1s
1.28623123143561e-08,0.498616851149588,0.225,0.193,2.57246246287121e-05,Type7,Arhgap6
4.81253837941491e-08,0.774683087751667,0.913,0.701,9.62507675882983e-05,Type7,Rrbp1
4.95624068507527e-08,0.39122637585341,0.387,0.482,9.91248137015054e-05,Type7,Cyp2d22
5.03783477489114e-08,0.271074350665167,0.734,0.443,0.000100756695497823,Type7,Zfp945
5.80546640289707e-08,0.442974410050314,0.89,0.649,0.000116109328057941,Type7,Nnat
6.35096516540147e-08,3.12843950282966,0.913,0.789,0.000127019303308029,Type7,Ttr
9.30662798111889e-08,0.482499387649386,0.197,0.277,0.000186132559622378,Type7,Syn3
3.49195792472876e-07,0.319301600387097,0.168,0.232,0.000698391584945753,Type7,Kitl
1.09135921951407e-06,0.356607090339203,0.89,0.681,0.00218271843902815,Type7,Tsc22d4
1.22168686730521e-06,0.468187806733514,0.792,0.55,0.00244337373461042,Type7,0610012G03Rik
1.33718477454549e-06,0.261691814688348,0.11,0.257,0.00267436954909097,Type7,Slc8a3
1.52810310955236e-06,0.28019149203233,0.277,0.235,0.00305620621910471,Type7,Pim1
1.63886639816787e-06,0.637470078207992,0.902,0.68,0.00327773279633574,Type7,Med13
2.03416564008926e-06,0.72923720120616,0.59,0.412,0.00406833128017852,Type7,Gpc5
2.88946341431097e-06,0.374875331908734,0.538,0.735,0.00577892682862195,Type7,Tulp4
2.94008823029985e-06,0.439382705389032,0.896,0.644,0.0058801764605997,Type7,Zfp106
3.09703719924681e-06,0.312179488038165,0.78,0.524,0.00619407439849361,Type7,Reep3
3.46792369236962e-06,0.423608572475876,0.844,0.557,0.00693584738473925,Type7,Ppp2r3a
3.91008755554944e-06,0.44172728256873,0.908,0.729,0.00782017511109887,Type7,Cdh10
4.4666696690414e-06,0.856667822459152,0.555,0.338,0.0089333393380828,Type7,Asap2
5.19950077900274e-06,0.4536571140743,0.202,0.225,0.0103990015580055,Type7,Cntn3
6.50685330718242e-06,0.550667642834888,0.566,0.322,0.0130137066143648,Type7,Pik3ip1
9.93846404238432e-06,0.359083744340706,0.884,0.707,0.0198769280847686,Type7,Bsg
1.00007041189578e-05,0.532991984429539,0.873,0.691,0.0200014082379157,Type7,Sntg1
1.37719493810821e-05,0.278034732026606,0.295,0.375,0.0275438987621642,Type7,Cmya5
1.63558055463178e-05,0.338200232372543,0.306,0.508,0.0327116110926355,Type7,Nptxr
1.71356068765039e-05,0.287680400789417,0.272,0.349,0.0342712137530079,Type7,Atoh7
1.84507273577876e-05,0.302369496222485,0.509,0.286,0.0369014547155753,Type7,Stxbp3
1.84584557545349e-05,0.324661983310549,0.861,0.624,0.0369169115090698,Type7,Ccdc34
1.90343200828718e-05,0.286874589687484,0.803,0.557,0.0380686401657437,Type7,Amer1
2.07880988209726e-05,0.46931662199743,0.769,0.448,0.0415761976419452,Type7,Ecrg4
2.28451727248482e-05,0.342681433412168,0.855,0.593,0.0456903454496965,Type7,D3Ertd751e
2.29004507263408e-05,0.673541762353784,0.335,0.46,0.0458009014526816,Type7,Sat1
2.33155367229395e-05,0.422992118090908,0.434,0.477,0.0466310734458789,Type7,Slc4a2
2.37740523282199e-05,0.522177753521105,0.191,0.309,0.0475481046564399,Type7,Inhba
2.40385900890443e-05,0.413611826555344,0.382,0.409,0.0480771801780885,Type7,Cdh13
2.45504586228872e-05,1.66954167672505,0.78,0.649,0.0491009172457743,Type7,Qk
2.88221551366159e-05,0.598064874562506,0.214,0.322,0.0576443102732317,Type7,Igsf3
3.00882451040659e-05,0.67548347592316,0.503,0.309,0.0601764902081317,Type7,Vangl2
5.82034949153098e-05,0.319255766181682,0.688,0.472,0.11640698983062,Type7,Dph5
7.09276389249429e-05,0.63696062449115,0.387,0.514,0.141855277849886,Type7,Slc4a4
8.28305256994369e-05,0.253108427171048,0.647,0.54,0.165661051398874,Type7,Camk1
